Census_yr,Block_ID,the_geom,CLUE_area,Estabs,Employment,Floor_sqm
2016,257,"MULTIPOLYGON (((144.9603010204764 -37.804239621171114, 144.96066021333792 -37.8021726017355, 144.96214363284125 -37.80233353953022, 144.96201584333943 -37.80305720736943, 144.96177775650648 -37.80440542993994, 144.9603010204764 -37.804239621171114)))",Carlton,23,820,73023
2016,259,"MULTIPOLYGON (((144.95949100514147 -37.80415113281999, 144.95853687686983 -37.80207554774083, 144.95851038557376 -37.801935010468085, 144.95953137975488 -37.80204943107426, 144.95946940315378 -37.80239442893529, 144.9603010204764 -37.804239621171114, 144.95949100514147 -37.80415113281999)))",Carlton,7,368,28656
2016,263,"MULTIPOLYGON (((144.96009272969215 -37.80542109742093, 144.9603010204764 -37.804239621171114, 144.96177775650648 -37.80440542993994, 144.96141451311254 -37.806488081612294, 144.9599338028663 -37.80632253605342, 144.96009272969215 -37.80542109742093)))",Carlton,40,937,98645
2016,262,"MULTIPOLYGON (((144.96009272969215 -37.80542109742093, 144.95949100514147 -37.80415113281999, 144.9603010204764 -37.804239621171114, 144.96009272969215 -37.80542109742093)))",Carlton,8,44,2855
2016,260,"MULTIPOLYGON (((144.95949100514147 -37.80415113281999, 144.95846669668893 -37.80404045346731, 144.95744781204328 -37.80181545039121, 144.95851038557376 -37.801935010468085, 144.95853687686983 -37.80207554774083, 144.95949100514147 -37.80415113281999)))",Carlton,19,147,42578
2016,362,"MULTIPOLYGON (((144.9584594189577 -37.80615506387246, 144.9574719366548 -37.80399635200574, 144.95743766052385 -37.80392141943633, 144.95846669668893 -37.80404045346731, 144.9594986223737 -37.80627039853487, 144.9584594189577 -37.80615506387246)))",North Melbourne,19,133,24544
2016,261,"MULTIPOLYGON (((144.95846669668893 -37.80404045346731, 144.95949100514147 -37.80415113281999, 144.96009272969215 -37.80542109742093, 144.9599338028663 -37.80632253605342, 144.9594986223737 -37.80627039853487, 144.95846669668893 -37.80404045346731)))",Carlton,18,304,16378
2016,125,"MULTIPOLYGON (((144.9594986223737 -37.80627039853487, 144.9599338028663 -37.80632253605342, 144.96141451311254 -37.806488081612294, 144.9618642638351 -37.8065373101371, 144.95988484145968 -37.807111510329484, 144.9594986223737 -37.80627039853487)))",Melbourne (CBD),5,67,9142
2016,113,"MULTIPOLYGON (((144.9584594189577 -37.80615506387246, 144.9594986223737 -37.80627039853487, 144.95988484145968 -37.807111510329484, 144.95811984311675 -37.80762596857858, 144.95804742695586 -37.80803875184131, 144.95792723195956 -37.80802557222147, 144.95779377374848 -37.80878628333409, 144.95777073306806 -37.808917615810614, 144.95779561667626 -37.80890688901352, 144.95782222499307 -37.8088991957414, 144.95784997295806 -37.80889470427944, 144.9578782535808 -37.808893513142515, 144.95790644482662 -37.80889564849104, 144.95793636451063 -37.808901713194984, 144.95796466360565 -37.808911519406124, 144.95799060515446 -37.80892481192943, 144.9580135103851 -37.80894124375834, 144.95803278455006 -37.80896038643544, 144.9581817385547 -37.809315277742904, 144.95818031701452 -37.80935261403942, 144.95817089092003 -37.80938921045287, 144.95815373625416 -37.80942399576295, 144.95813062789023 -37.809454554952055, 144.95810155985214 -37.809481723302994, 144.95806730518572 -37.80950477615373, 144.95802877931024 -37.80952309855126, 144.9579870077573 -37.80953620181499, 144.95794310536195 -37.80954373669415, 144.95789824192875 -37.80954550268557, 144.95785361485846 -37.80954145206508, 144.9578104138273 -37.80953169378092, 144.95776979144065 -37.809516486636426, 144.95773282919677 -37.809496237798264, 144.95770051298032 -37.809471485248615, 144.9576737059876 -37.80944289100692, 144.9576531221488 -37.80941121633653, 144.95650991115178 -37.809285401541146, 144.95652667032786 -37.809189551365655, 144.95647806543818 -37.809181227211475, 144.9554341630009 -37.80907024652434, 144.95554688124793 -37.80833182305849, 144.95597937885847 -37.80587978202992, 144.95711196687486 -37.80600550455026, 144.9584594189577 -37.80615506387246)))",Melbourne (CBD),159,1077,74729
2016,103,"MULTIPOLYGON (((144.95591914910744 -37.810678480763045, 144.9553681262544 -37.809451199169246, 144.9554341630009 -37.80907024652434, 144.95647806543818 -37.809181227211475, 144.95652667032786 -37.809189551365655, 144.95650991115178 -37.809285401541146, 144.9576531221488 -37.80941121633653, 144.9576737059876 -37.80944289100692, 144.95770051298032 -37.809471485248615, 144.95773282919677 -37.809496237798264, 144.95776979144065 -37.809516486636426, 144.9578104138273 -37.80953169378092, 144.95785361485846 -37.80954145206508, 144.95789824192875 -37.80954550268557, 144.95794310536195 -37.80954373669415, 144.9579870077573 -37.80953620181499, 144.95802877931024 -37.80952309855126, 144.95806730518572 -37.80950477615373, 144.95810155985214 -37.809481723302994, 144.95813062789023 -37.809454554952055, 144.95815373625416 -37.80942399576295, 144.95839881313222 -37.80996098604506, 144.95591914910744 -37.810678480763045)))",Melbourne (CBD),30,721,119701
2016,114,"MULTIPOLYGON (((144.96037296892447 -37.8081806624045, 144.95790644482662 -37.80889564849104, 144.9578782535808 -37.808893513142515, 144.95784997295806 -37.80889470427944, 144.95782222499307 -37.8088991957414, 144.95779561667626 -37.80890688901352, 144.95777073306806 -37.808917615810614, 144.95779377374848 -37.80878628333409, 144.95792723195956 -37.80802557222147, 144.95804742695586 -37.80803875184131, 144.95811984311675 -37.80762596857858, 144.95988484145968 -37.807111510329484, 144.96037296892447 -37.8081806624045)))",Melbourne (CBD),46,483,46325
2016,115,"MULTIPOLYGON (((144.96283869434706 -37.80746798114644, 144.96037296892447 -37.8081806624045, 144.95988484145968 -37.807111510329484, 144.9618642638351 -37.8065373101371, 144.96289442526498 -37.80665006308411, 144.96277679376183 -37.80733331350795, 144.96283869434706 -37.80746798114644)))",Melbourne (CBD),37,1926,247945
2016,105,"MULTIPOLYGON (((144.96333009760275 -37.80853505130558, 144.96086855054435 -37.80924854741078, 144.96037296892447 -37.8081806624045, 144.96283869434706 -37.80746798114644, 144.96333009760275 -37.80853505130558)))",Melbourne (CBD),28,1424,145551
2016,104,"MULTIPOLYGON (((144.96086855054435 -37.80924854741078, 144.95839881313222 -37.80996098604506, 144.95815373625416 -37.80942399576295, 144.95817089092003 -37.80938921045287, 144.95818031701452 -37.80935261403942, 144.9581817385547 -37.809315277742904, 144.95803278455006 -37.80896038643544, 144.9580135103851 -37.80894124375834, 144.95799060515446 -37.80892481192943, 144.95796466360565 -37.808911519406124, 144.95793636451063 -37.808901713194984, 144.95790644482662 -37.80889564849104, 144.96037296892447 -37.8081806624045, 144.96086855054435 -37.80924854741078)))",Melbourne (CBD),42,281,165656
2016,95,"MULTIPOLYGON (((144.96135916210702 -37.81031926048327, 144.96086855054435 -37.80924854741078, 144.96333009760275 -37.80853505130558, 144.96382146900123 -37.809600216470734, 144.96135916210702 -37.81031926048327)))",Melbourne (CBD),96,1129,100510
2016,66,"MULTIPOLYGON (((144.96473469333318 -37.81156283048846, 144.96719945994946 -37.81083677618468, 144.96764936997744 -37.81182273645474, 144.96518020509654 -37.812543678062006, 144.96473469333318 -37.81156283048846)))",Melbourne (CBD),123,1066,46396
2016,77,"MULTIPOLYGON (((144.96674622317832 -37.809854452469665, 144.96921189770262 -37.80912704046774, 144.96966522255022 -37.81011226202618, 144.96719945994946 -37.81083677618468, 144.96674622317832 -37.809854452469665)))",Melbourne (CBD),43,2118,150031
2016,76,"MULTIPOLYGON (((144.96719945994946 -37.81083677618468, 144.96473469333318 -37.81156283048846, 144.96427560623877 -37.81057723343484, 144.96674622317832 -37.809854452469665, 144.96719945994946 -37.81083677618468)))",Melbourne (CBD),139,6860,278659
2016,87,"MULTIPOLYGON (((144.9662961520715 -37.808870848835625, 144.96876865207108 -37.808149256312525, 144.96921189770262 -37.80912704046774, 144.96674622317832 -37.809854452469665, 144.9662961520715 -37.808870848835625)))",Melbourne (CBD),50,4532,156866
2016,96,"MULTIPOLYGON (((144.96585870231664 -37.80697910560305, 144.96574833029743 -37.80768231327597, 144.9658057195013 -37.807806833525646, 144.9662961520715 -37.808870848835625, 144.96382146900123 -37.809600216470734, 144.96333009760275 -37.80853505130558, 144.96283869434706 -37.80746798114644, 144.96491946918383 -37.806874974674315, 144.96585870231664 -37.80697910560305)))",Melbourne (CBD),39,2953,168029
2016,86,"MULTIPOLYGON (((144.96382146900123 -37.809600216470734, 144.9662961520715 -37.808870848835625, 144.96674622317832 -37.809854452469665, 144.96427560623877 -37.81057723343484, 144.96382146900123 -37.809600216470734)))",Melbourne (CBD),12,478,40092
2016,94,"MULTIPOLYGON (((144.96135916210702 -37.81031926048327, 144.95889655479306 -37.811039868326276, 144.95839881313222 -37.80996098604506, 144.96086855054435 -37.80924854741078, 144.96135916210702 -37.81031926048327)))",Melbourne (CBD),42,3421,149247
2016,85,"MULTIPOLYGON (((144.9618074958555 -37.81130201397811, 144.96135916210702 -37.81031926048327, 144.96382146900123 -37.809600216470734, 144.96427560623877 -37.81057723343484, 144.96473469333318 -37.81156283048846, 144.96225748382395 -37.81228264778364, 144.9618074958555 -37.81130201397811)))",Melbourne (CBD),377,8226,278052
2016,65,"MULTIPOLYGON (((144.96225748382395 -37.81228264778364, 144.96473469333318 -37.81156283048846, 144.96518020509654 -37.812543678062006, 144.962709814008 -37.81326939971929, 144.96225748382395 -37.81228264778364)))",Melbourne (CBD),287,2839,144814
2016,64,"MULTIPOLYGON (((144.96023557788953 -37.81398768379765, 144.95978437377843 -37.81300041149955, 144.96225748382395 -37.81228264778364, 144.962709814008 -37.81326939971929, 144.96023557788953 -37.81398768379765)))",Melbourne (CBD),154,2014,127507
2016,74,"MULTIPOLYGON (((144.95978437377843 -37.81300041149955, 144.95934079436046 -37.812021336026454, 144.9618074958555 -37.81130201397811, 144.96225748382395 -37.81228264778364, 144.95978437377843 -37.81300041149955)))",Melbourne (CBD),174,1790,102490
2016,84,"MULTIPOLYGON (((144.95934079436046 -37.812021336026454, 144.95889655479306 -37.811039868326276, 144.96135916210702 -37.81031926048327, 144.9618074958555 -37.81130201397811, 144.95934079436046 -37.812021336026454)))",Melbourne (CBD),71,766,163895
2016,93,"MULTIPOLYGON (((144.95889655479306 -37.811039868326276, 144.95641765023836 -37.811761533451126, 144.95591914910744 -37.810678480763045, 144.95839881313222 -37.80996098604506, 144.95889655479306 -37.811039868326276)))",Melbourne (CBD),48,2442,202049
2016,83,"MULTIPOLYGON (((144.95641765023836 -37.811761533451126, 144.95889655479306 -37.811039868326276, 144.95934079436046 -37.812021336026454, 144.95686088439007 -37.812738569666976, 144.95641765023836 -37.811761533451126)))",Melbourne (CBD),11,702,94503
2016,92,"MULTIPOLYGON (((144.95293140129309 -37.810337148127445, 144.952391345222 -37.80923945881577, 144.95411925597531 -37.808743950934456, 144.95492545984763 -37.80851159117941, 144.95554688124793 -37.80833182305849, 144.9554341630009 -37.80907024652434, 144.9553681262544 -37.809451199169246, 144.95591914910744 -37.810678480763045, 144.95641765023836 -37.811761533451126, 144.9539196099459 -37.81246600266657, 144.95342562308844 -37.81139888621878, 144.95293140129309 -37.810337148127445)))",West Melbourne (Residential),2,12,73503
2016,73,"MULTIPOLYGON (((144.95686088439007 -37.812738569666976, 144.95934079436046 -37.812021336026454, 144.95978437377843 -37.81300041149955, 144.9573083858407 -37.813715860272, 144.95686088439007 -37.812738569666976)))",Melbourne (CBD),18,1308,107608
2016,63,"MULTIPOLYGON (((144.9573083858407 -37.813715860272, 144.95978437377843 -37.81300041149955, 144.96023557788953 -37.81398768379765, 144.9577608816357 -37.81469699639535, 144.9573083858407 -37.813715860272)))",Melbourne (CBD),62,680,76043
2016,53,"MULTIPOLYGON (((144.95820684587977 -37.815681176130035, 144.9577608816357 -37.81469699639535, 144.96023557788953 -37.81398768379765, 144.9606861082248 -37.81496906251959, 144.95820684587977 -37.815681176130035)))",Melbourne (CBD),243,5864,205398
2016,43,"MULTIPOLYGON (((144.96113303041332 -37.815954663923016, 144.95865069634866 -37.81664798251988, 144.95820684587977 -37.815681176130035, 144.9606861082248 -37.81496906251959, 144.96113303041332 -37.815954663923016)))",Melbourne (CBD),179,5578,239182
2016,54,"MULTIPOLYGON (((144.9606861082248 -37.81496906251959, 144.96023557788953 -37.81398768379765, 144.962709814008 -37.81326939971929, 144.963157342323 -37.814249923529275, 144.9606861082248 -37.81496906251959)))",Melbourne (CBD),202,1987,85709
2016,45,"MULTIPOLYGON (((144.963157342323 -37.814249923529275, 144.96563418949418 -37.81352825700555, 144.96608507663012 -37.814512203036735, 144.96361210868025 -37.81523450714485, 144.963157342323 -37.814249923529275)))",Melbourne (CBD),148,1830,95907
2016,35,"MULTIPOLYGON (((144.96361210868025 -37.81523450714485, 144.96608507663012 -37.814512203036735, 144.96653404672136 -37.81549294659176, 144.96406083755923 -37.816216607301676, 144.96361210868025 -37.81523450714485)))",Melbourne (CBD),457,2513,136398
2016,44,"MULTIPOLYGON (((144.96361210868025 -37.81523450714485, 144.96113303041332 -37.815954663923016, 144.9606861082248 -37.81496906251959, 144.963157342323 -37.814249923529275, 144.96361210868025 -37.81523450714485)))",Melbourne (CBD),185,4289,187753
2016,34,"MULTIPOLYGON (((144.9615868126621 -37.81693275483557, 144.96113303041332 -37.815954663923016, 144.96361210868025 -37.81523450714485, 144.96406083755923 -37.816216607301676, 144.9615868126621 -37.81693275483557)))",Melbourne (CBD),490,6514,248141
2016,25,"MULTIPOLYGON (((144.96406083755923 -37.816216607301676, 144.96653404672136 -37.81549294659176, 144.96698248107236 -37.81647603304798, 144.964510359889 -37.817195916800145, 144.96406083755923 -37.816216607301676)))",Melbourne (CBD),267,3991,163558
2016,24,"MULTIPOLYGON (((144.962034185309 -37.81790441491363, 144.9615868126621 -37.81693275483557, 144.96406083755923 -37.816216607301676, 144.964510359889 -37.817195916800145, 144.962034185309 -37.81790441491363)))",Melbourne (CBD),221,7732,295251
2016,33,"MULTIPOLYGON (((144.96113303041332 -37.815954663923016, 144.9615868126621 -37.81693275483557, 144.95911366854256 -37.817650679029995, 144.95865041585787 -37.816648061466275, 144.95865069634866 -37.81664798251988, 144.96113303041332 -37.815954663923016)))",Melbourne (CBD),274,3050,158012
2016,23,"MULTIPOLYGON (((144.9595547455125 -37.81860301692971, 144.95911366854256 -37.817650679029995, 144.9615868126621 -37.81693275483557, 144.962034185309 -37.81790441491363, 144.9595547455125 -37.81860301692971)))",Melbourne (CBD),98,2078,140633
2016,14,"MULTIPOLYGON (((144.962034185309 -37.81790441491363, 144.964510359889 -37.817195916800145, 144.96496821501876 -37.8181807197755, 144.9624829043299 -37.818897006549356, 144.962034185309 -37.81790441491363)))",Melbourne (CBD),256,2426,167844
2016,4,"MULTIPOLYGON (((144.96475635062856 -37.81974299159314, 144.96308028179104 -37.82008784857754, 144.9623318816039 -37.82024182629138, 144.96214825697547 -37.820304724234404, 144.96138874483285 -37.820564881840326, 144.96137965751842 -37.819216839118496, 144.9624829043299 -37.818897006549356, 144.96496821501876 -37.8181807197755, 144.96585853713435 -37.81792301205209, 144.96590395322647 -37.818026887545976, 144.96645274324584 -37.81787765184793, 144.96639694460586 -37.81776665457735, 144.96743801558117 -37.817464744736455, 144.96824653356234 -37.81922045406143, 144.96668258327344 -37.819390275853856, 144.9662335402619 -37.81943903131793, 144.96490147756643 -37.81971312989022, 144.96475635062856 -37.81974299159314)))",Melbourne (CBD),37,558,72624
2016,13,"MULTIPOLYGON (((144.960020837887 -37.81961074562456, 144.95958793687507 -37.81867486242457, 144.9595547455125 -37.81860301692971, 144.962034185309 -37.81790441491363, 144.9624829043299 -37.818897006549356, 144.96137965751842 -37.819216839118496, 144.960020837887 -37.81961074562456)))",Melbourne (CBD),80,2000,103634
2016,2,"MULTIPOLYGON (((144.96138874483285 -37.820564881840326, 144.96055835039277 -37.820849310849475, 144.95828316563768 -37.82195089296171, 144.95807764688166 -37.82205443973877, 144.95802062841665 -37.82154545452571, 144.95800696405072 -37.82145151345558, 144.95798710600798 -37.82135827061352, 144.9579611097138 -37.82126598289142, 144.9579290443181 -37.82117490381361, 144.95789100061856 -37.821085284575474, 144.95755484937237 -37.8203584892628, 144.960020837887 -37.81961074562456, 144.96137965751842 -37.819216839118496, 144.96138874483285 -37.820564881840326)))",Melbourne (CBD),4,207,21569
2016,72,"MULTIPOLYGON (((144.954826993148 -37.81442481994765, 144.95437471767974 -37.81344766629264, 144.95686088439007 -37.812738569666976, 144.9573083858407 -37.813715860272, 144.954826993148 -37.81442481994765)))",Melbourne (CBD),104,1412,122961
2016,62,"MULTIPOLYGON (((144.95527793086956 -37.81540463503015, 144.954826993148 -37.81442481994765, 144.9573083858407 -37.813715860272, 144.9577608816357 -37.81469699639535, 144.95527793086956 -37.81540463503015)))",Melbourne (CBD),36,1869,187588
2016,52,"MULTIPOLYGON (((144.95573010431303 -37.81638573508214, 144.95527793086956 -37.81540463503015, 144.9577608816357 -37.81469699639535, 144.95820684587977 -37.815681176130035, 144.95573010431303 -37.81638573508214)))",Melbourne (CBD),114,8741,346783
2016,42,"MULTIPOLYGON (((144.95617733838967 -37.81737347041394, 144.95573010431303 -37.81638573508214, 144.95820684587977 -37.815681176130035, 144.95865069634866 -37.81664798251988, 144.95865041585787 -37.816648061466275, 144.95617733838967 -37.81737347041394)))",Melbourne (CBD),261,5007,165120
2016,32,"MULTIPOLYGON (((144.95662646193142 -37.818356664269686, 144.95617733838967 -37.81737347041394, 144.95865041585787 -37.816648061466275, 144.95911366854256 -37.817650679029995, 144.95662646193142 -37.818356664269686)))",Melbourne (CBD),230,7424,245974
2016,22,"MULTIPOLYGON (((144.95710660914565 -37.819394368718136, 144.95662646193142 -37.818356664269686, 144.95911366854256 -37.817650679029995, 144.9595547455125 -37.81860301692971, 144.95958793687507 -37.81867486242457, 144.95710660914565 -37.819394368718136)))",Melbourne (CBD),168,4623,260670
2016,12,"MULTIPOLYGON (((144.95755484937237 -37.8203584892628, 144.95710660914565 -37.819394368718136, 144.95958793687507 -37.81867486242457, 144.960020837887 -37.81961074562456, 144.95755484937237 -37.8203584892628)))",Melbourne (CBD),86,4608,196009
2016,1,"MULTIPOLYGON (((144.95504986986 -37.82110821586742, 144.95508597863275 -37.821097742351554, 144.95755484937237 -37.8203584892628, 144.95789100061856 -37.821085284575474, 144.9579290443181 -37.82117490381361, 144.9579611097138 -37.82126598289142, 144.95798710600798 -37.82135827061352, 144.95800696405072 -37.82145151345558, 144.95802062841665 -37.82154545452571, 144.95807764688166 -37.82205443973877, 144.9559968737463 -37.82310275616476, 144.95504986986 -37.82110821586742)))",Melbourne (CBD),32,791,80830
2016,11,"MULTIPOLYGON (((144.95508597863275 -37.821097742351554, 144.95462516027246 -37.820098020541145, 144.95710660914565 -37.819394368718136, 144.95755484937237 -37.8203584892628, 144.95508597863275 -37.821097742351554)))",Melbourne (CBD),63,718,118021
2016,21,"MULTIPOLYGON (((144.95415181309426 -37.819069339887285, 144.95662646193142 -37.818356664269686, 144.95710660914565 -37.819394368718136, 144.95462516027246 -37.820098020541145, 144.95415181309426 -37.819069339887285)))",Melbourne (CBD),26,2057,240144
2016,31,"MULTIPOLYGON (((144.95369833887233 -37.81808382108412, 144.95617733838967 -37.81737347041394, 144.95662646193142 -37.818356664269686, 144.95415181309426 -37.819069339887285, 144.95369833887233 -37.81808382108412)))",Melbourne (CBD),92,1381,203385
2016,41,"MULTIPOLYGON (((144.95324768169135 -37.81710440178118, 144.95573010431303 -37.81638573508214, 144.95617733838967 -37.81737347041394, 144.95369833887233 -37.81808382108412, 144.95324768169135 -37.81710440178118)))",Melbourne (CBD),46,1864,86189
2016,51,"MULTIPOLYGON (((144.95279382101592 -37.81611799411819, 144.95527793086956 -37.81540463503015, 144.95573010431303 -37.81638573508214, 144.95324768169135 -37.81710440178118, 144.95279382101592 -37.81611799411819)))",Melbourne (CBD),61,2317,177073
2016,61,"MULTIPOLYGON (((144.9523423122654 -37.81513667217536, 144.954826993148 -37.81442481994765, 144.95527793086956 -37.81540463503015, 144.95279382101592 -37.81611799411819, 144.9523423122654 -37.81513667217536)))",Melbourne (CBD),19,349,219561
2016,1101,"MULTIPOLYGON (((144.94770379575291 -37.814251448210136, 144.9472398445013 -37.81371680952048, 144.94580297729254 -37.81247591652939, 144.94500449787512 -37.81203304870601, 144.94601992933292 -37.81164640748115, 144.9478253450337 -37.810957425871244, 144.94815564055054 -37.811569124118925, 144.9482556360501 -37.811657148554325, 144.94929003455434 -37.812567696297734, 144.95032884431015 -37.81348209322955, 144.95143788635392 -37.81316769936383, 144.95189767407945 -37.81417025807346, 144.9523423122654 -37.81513667217536, 144.95279382101592 -37.81611799411819, 144.95324768169135 -37.81710440178118, 144.95369833887233 -37.81808382108412, 144.95415181309426 -37.819069339887285, 144.95462516027246 -37.820098020541145, 144.95508597863275 -37.821097742351554, 144.95504986986 -37.82110821586742, 144.95451368282045 -37.82126373115777, 144.95295869612238 -37.82008651685652, 144.95268873406962 -37.82000627942717, 144.95268174600767 -37.81999107948058, 144.9526770394036 -37.81998084321681, 144.95262155713598 -37.8199969007289, 144.952484023763 -37.81969777788369, 144.9522326976983 -37.81977049346602, 144.95222921438452 -37.81976787174875, 144.95222257882057 -37.81977342111928, 144.95217095604204 -37.81978835689676, 144.95216606493625 -37.81978977228167, 144.95181648645422 -37.81989067358653, 144.95177359597096 -37.819827497778775, 144.9514259696681 -37.81931545909199, 144.9504149807716 -37.8179230182729, 144.94938102129612 -37.81618443000552, 144.94895937005583 -37.8156214357498, 144.94770379575291 -37.814251448210136)))",Docklands,188,5776,355151
2016,71,"MULTIPOLYGON (((144.95189767407945 -37.81417025807346, 144.95437471767974 -37.81344766629264, 144.954826993148 -37.81442481994765, 144.9523423122654 -37.81513667217536, 144.95189767407945 -37.81417025807346)))",Melbourne (CBD),21,132,51809
2016,82,"MULTIPOLYGON (((144.95437471767974 -37.81344766629264, 144.9539196099459 -37.81246600266657, 144.95641765023836 -37.811761533451126, 144.95686088439007 -37.812738569666976, 144.95437471767974 -37.81344766629264)))",Melbourne (CBD),88,4331,164746
2016,91,"MULTIPOLYGON (((144.95342562308844 -37.81139888621878, 144.9539196099459 -37.81246600266657, 144.95143788635392 -37.81316769936383, 144.95094260991232 -37.812101578761876, 144.95342562308844 -37.81139888621878)))",West Melbourne (Residential),57,468,60166
2016,81,"MULTIPOLYGON (((144.9539196099459 -37.81246600266657, 144.95437471767974 -37.81344766629264, 144.95189767407945 -37.81417025807346, 144.95143788635392 -37.81316769936383, 144.9539196099459 -37.81246600266657)))",Melbourne (CBD),18,451,117063
2016,657,"MULTIPOLYGON (((144.9878969844568 -37.817346713273935, 144.98882542132947 -37.81743525351291, 144.98881475567057 -37.817498192614224, 144.98995535726976 -37.81761280329104, 144.9899550022037 -37.81761437609546, 144.98988892150487 -37.81788746869003, 144.9898707684804 -37.81797036825223, 144.9897574459656 -37.818610936339056, 144.9896888626679 -37.81904591706663, 144.98963287264704 -37.819379359735365, 144.98963282116372 -37.81937966615831, 144.9876006722914 -37.81920091887608, 144.9878969844568 -37.817346713273935)))",East Melbourne,2,25,43562
2016,849,"MULTIPOLYGON (((144.9849764310525 -37.827720852581805, 144.98626008746825 -37.82818033858758, 144.98791208157317 -37.82968787075997, 144.98791174002926 -37.82968977812209, 144.98782059332194 -37.83019876425549, 144.98779409794616 -37.83053288332388, 144.98733698759307 -37.83007080897151, 144.9865702261557 -37.82933456255552, 144.98655498311498 -37.82932081215459, 144.9861349658913 -37.828941928903525, 144.98572763345973 -37.82863612677093, 144.9854606513733 -37.82848435690219, 144.9851312930151 -37.82834434721892, 144.98494634500543 -37.828330037074025, 144.98485261567856 -37.8283451992316, 144.9849764310525 -37.827720852581805)))",South Yarra,1,0,4807
2016,855,"MULTIPOLYGON (((144.986267973488 -37.83074200420505, 144.98569729010336 -37.83348186560031, 144.98387762358715 -37.83325869594531, 144.98442294790144 -37.83051175830399, 144.986267973488 -37.83074200420505)))",South Yarra,3,455,65307
2016,853,"MULTIPOLYGON (((144.98442294790144 -37.83051175830399, 144.98485261567856 -37.8283451992316, 144.98494634500543 -37.828330037074025, 144.9851312930151 -37.82834434721892, 144.9854606513733 -37.82848435690219, 144.98572763345973 -37.82863612677093, 144.9861349658913 -37.828941928903525, 144.98655498311498 -37.82932081215459, 144.986267973488 -37.83074200420505, 144.98442294790144 -37.83051175830399)))",South Yarra,0,0,43281
2016,854,"MULTIPOLYGON (((144.986267973488 -37.83074200420505, 144.98655498311498 -37.82932081215459, 144.9865702261557 -37.82933456255552, 144.98733698759307 -37.83007080897151, 144.98779409794616 -37.83053288332388, 144.98779385948535 -37.830535889179636, 144.98787205652226 -37.83077999463906, 144.98792185964632 -37.83093378275496, 144.9879251447292 -37.83094878582037, 144.986267973488 -37.83074200420505)))",South Yarra,1,0,15650
2016,867,"MULTIPOLYGON (((144.98517423412338 -37.8401099149433, 144.98535138545884 -37.83923212973004, 144.98530069607008 -37.83919683373717, 144.98538779758326 -37.838754599004076, 144.98549694272842 -37.83820042695027, 144.98549702446965 -37.83820001200586, 144.98651885143227 -37.83833117828084, 144.98650240114125 -37.83842318273597, 144.98613060481367 -37.840240652133325, 144.98517423412338 -37.8401099149433)))",South Yarra,2,66,18289
2016,868,"MULTIPOLYGON (((144.98442429771993 -37.842924734152035, 144.98474176690638 -37.84134051367503, 144.9848465891963 -37.84126009115955, 144.9848975577809 -37.84101108215677, 144.98492448053392 -37.84101450336711, 144.98492812145088 -37.84099671701272, 144.98493485271206 -37.84099757209864, 144.98510805177423 -37.84015138887886, 144.98517423412338 -37.8401099149433, 144.98613060481367 -37.840240652133325, 144.9855511201804 -37.843073176711016, 144.98442429771993 -37.842924734152035)))",South Yarra,3,41,27002
2016,869,"MULTIPOLYGON (((144.98442429771993 -37.842924734152035, 144.9855511201804 -37.843073176711016, 144.98523044519018 -37.84464053549472, 144.98502208651 -37.84567824232697, 144.98398635422615 -37.84554268122853, 144.98420263401752 -37.844504644302724, 144.98429307508098 -37.84448980782457, 144.98447165842995 -37.843652232654506, 144.9842991257336 -37.843549337301106, 144.98442429771993 -37.842924734152035)))",South Yarra,0,0,31374
2016,857,"MULTIPOLYGON (((144.986267973488 -37.83074200420505, 144.9879251447292 -37.83094878582037, 144.98796893355865 -37.831148808749035, 144.98792999095716 -37.831373231991904, 144.98729726289073 -37.83464730751434, 144.98727352827908 -37.83473573791004, 144.9854803589228 -37.834523296576904, 144.98569729010336 -37.83348186560031, 144.986267973488 -37.83074200420505)))",South Yarra,1,10,79356
2016,858,"MULTIPOLYGON (((144.9854747649714 -37.83452263311397, 144.9854803589228 -37.834523296576904, 144.98727352827908 -37.83473573791004, 144.9872259463329 -37.83491301850498, 144.98699192455095 -37.83601974584698, 144.98674553964898 -37.83722440541403, 144.98653663218542 -37.83823174024787, 144.98651885143227 -37.83833117828084, 144.98549702446965 -37.83820001200586, 144.98470687785536 -37.83809857952702, 144.9854747649714 -37.83452263311397)))",South Yarra,3,22,92304
2016,859,"MULTIPOLYGON (((144.9854747649714 -37.83452263311397, 144.98470687785536 -37.83809857952702, 144.98359533162593 -37.83795528017765, 144.98433978132525 -37.83438398414385, 144.9854747649714 -37.83452263311397)))",South Yarra,2,1,52411
2016,856,"MULTIPOLYGON (((144.98387762358715 -37.83325869594531, 144.98569729010336 -37.83348186560031, 144.9854803589228 -37.834523296576904, 144.9854747649714 -37.83452263311397, 144.98433978132525 -37.83438398414385, 144.98367143053332 -37.834297280179015, 144.98387762358715 -37.83325869594531)))",South Yarra,0,0,23330
2016,612,"MULTIPOLYGON (((144.98877406505628 -37.81098910521334, 144.98615906360487 -37.81070355880385, 144.98639056717516 -37.80932737022623, 144.98900507695907 -37.80960429814122, 144.98877406505628 -37.81098910521334)))",East Melbourne,10,70,32246
